#chrom	start	end	JSD_bit_	sample size	HMIX_bit_	mC	C	_merge
1	14666914	14666914	0.0	5	0.811	3	1	left_only
1	14666920	14666920	0.0	5	0.0	4	0	left_only
1	14666923	14666923	0.0	5	0.811	3	1	left_only
1	14666929	14666929	0.0	5	0.971	3	2	left_only
1	14666935	14666935	0.0	5	0.722	4	1	left_only
1	14666956	14666956	0.0	5	0.985	4	3	left_only
1	14666977	14666977	0.0	5	0.863	5	2	left_only
1	14666988	14666988	0.0	5	0.722	4	1	left_only
1	14666997	14666997	0.0	5	0.722	4	1	left_only
1	14667042	14667042	0.0	5	0.811	1	3	left_only
1	14667044	14667044	0.0	5	0.9	13	6	left_only
1	14667116	14667116	0.0	5	0.918	5	10	left_only
1	14667154	14667154	0.0	5	0.94	9	5	left_only
1	14667441	14667441	0.0	5	0.971	4	6	left_only
1	14667485	14667485	0.0	5	0.971	2	3	left_only
1	14667487	14667487	0.0	5	0.544	7	1	left_only
1	14667499	14667499	0.0	5	0.0	4	0	left_only
1	14667501	14667501	0.0	5	0.65	5	1	left_only
1	14670878	14670878	0.0	5	0.0	3	0	left_only
1	14670995	14670995	0.0	5	0.845	8	3	left_only
1	14671043	14671043	0.0	5	0.0	0	4	left_only
1	14671673	14671673	0.0	5	0.592	1	6	left_only
1	14671680	14671680	0.0	5	0.0	0	6	left_only
1	14675981	14675981	0.0	5	0.0	0	10	left_only
1	14676397	14676397	0.0	5	0.0	0	4	left_only
1	14678772	14678772	0.0	5	0.65	4	20	left_only
1	14679723	14679723	-0.0	5	0.971	6	9	left_only
1	14680042	14680042	0.0	5	0.784	7	23	left_only
1	14680048	14680048	0.0	5	0.258	1	22	left_only
1	14681308	14681308	0.0	5	1.0	2	2	left_only
1	14681541	14681541	0.0	5	0.918	1	2	left_only
1	14681905	14681905	0.0	5	0.414	1	11	left_only
1	14681912	14681912	0.0	5	0.961	8	5	left_only
1	14681914	14681914	0.0	5	0.971	3	2	left_only
1	14682110	14682110	0.0	5	0.503	2	16	left_only
1	14682792	14682792	0.0	5	1.0	11	11	left_only
1	14682794	14682794	0.0	5	0.996	7	6	left_only
1	14683168	14683168	0.0	5	0.971	2	3	left_only
1	14683170	14683170	0.0	5	0.0	0	7	left_only
1	14683209	14683209	0.0	5	0.0	0	8	left_only
1	14683365	14683365	0.0	5	0.779	6	20	left_only
1	14683907	14683907	-0.0	5	0.98	14	10	left_only
1	14685428	14685428	0.0	5	0.996	6	7	left_only
1	14685430	14685430	0.0	5	0.961	5	8	left_only
1	14685504	14685504	0.0	5	0.918	1	2	left_only
1	14685555	14685555	0.0	5	0.994	5	6	left_only
1	14685594	14685594	0.0	5	0.0	0	8	left_only
1	14686063	14686063	0.0	5	0.323	1	16	left_only
1	14686070	14686070	0.0	5	0.997	7	8	left_only
1	14686072	14686072	0.0	5	1.0	10	10	left_only
1	14686704	14686704	0.0	5	0.918	2	1	left_only
1	14688137	14688137	0.0	5	0.0	0	5	left_only
1	14688446	14688446	0.0	5	0.65	1	5	left_only
1	14688453	14688453	0.0	5	0.918	4	2	left_only
1	14688552	14688552	0.0	5	0.414	1	11	left_only
1	14688770	14688770	0.0	5	0.722	1	4	left_only
1	14688931	14688931	0.0	5	0.65	2	10	left_only
1	14689248	14689248	0.0	5	0.993	9	11	left_only
1	14689401	14689401	0.0	5	0.811	2	6	left_only
1	14689408	14689408	0.0	5	0.918	2	4	left_only
1	14690303	14690303	0.0	5	0.863	5	2	left_only
1	14690612	14690612	0.0	5	0.959	13	8	left_only
1	14690686	14690686	0.0	5	0.971	3	2	left_only
1	14690840	14690840	0.0	5	0.559	3	20	left_only
1	14690847	14690847	0.0	5	0.976	9	13	left_only
1	14691314	14691314	0.0	5	0.0	0	3	left_only
1	14691324	14691324	0.0	5	0.0	0	3	left_only
1	14691326	14691326	0.0	5	0.0	0	3	left_only
1	14694946	14694946	0.0	5	0.863	2	5	left_only
1	14694948	14694948	0.0	5	1.0	11	11	left_only
1	14694958	14694958	0.0	5	0.592	1	6	left_only
1	14694960	14694960	0.0	5	0.863	6	15	left_only
1	14694977	14694977	0.0	5	0.971	2	3	left_only
1	14695935	14695935	0.0	5	0.0	0	3	left_only
1	14708179	14708179	0.0	5	0.0	0	5	left_only
1	14708184	14708184	0.0	5	0.65	1	5	left_only
1	14708191	14708191	0.0	5	0.918	2	4	left_only
1	14712728	14712728	0.0	5	0.863	2	5	left_only
1	14712878	14712878	0.0	5	0.0	0	8	left_only
1	14720172	14720172	0.0	5	0.0	0	7	left_only
1	14720201	14720201	0.0	5	0.0	0	4	left_only
1	14720203	14720203	0.0	5	0.75	3	11	left_only
1	14722430	14722430	0.0	5	0.881	3	7	left_only
1	14724488	14724488	0.0	5	0.918	2	1	left_only
1	14728699	14728699	0.0	5	0.971	4	6	left_only
1	14730294	14730294	0.0	5	0.918	1	2	left_only
1	14734939	14734939	0.0	5	0.544	1	7	left_only
1	14735068	14735068	0.0	5	0.918	1	2	left_only
1	14741432	14741432	0.0	5	0.971	4	6	left_only
1	14743180	14743180	0.0	5	0.918	2	4	left_only
1	14743975	14743975	0.0	5	0.0	0	7	left_only
1	14744256	14744256	0.0	5	0.863	5	2	left_only
1	14744775	14744775	0.0	5	0.918	4	2	left_only
1	14822101	14822101	0.0	5	0.0	0	8	left_only
1	14822106	14822106	0.0	5	0.0	0	8	left_only
1	14895064	14895064	0.0	5	0.0	3	0	left_only
1	14951375	14951375	0.0	5	0.881	3	7	left_only
1	14951381	14951381	0.0	5	0.0	0	10	left_only
1	15011041	15011041	0.0	5	0.0	0	3	left_only
1	14924999	14924999	0.0	5	0.0	3	0	left_only
1	14999433	14999433	0.0	5	0.0	0	3	left_only
1	15000054	15000054	0.0	5	0.971	2	3	left_only
1	15003099	15003099	0.0	5	0.811	1	3	left_only
1	15003104	15003104	0.0	5	0.65	1	5	left_only
1	15003118	15003118	0.0	5	0.0	0	9	left_only
1	15003134	15003134	0.0	5	0.991	4	5	left_only
1	15003140	15003140	0.0	5	0.764	2	7	left_only
1	15003161	15003161	0.0	5	0.89	9	4	left_only
1	15003170	15003170	0.0	5	0.75	3	11	left_only
1	15003629	15003629	0.0	5	0.985	3	4	left_only
1	15003664	15003664	0.0	5	0.89	9	4	left_only
1	15003666	15003666	0.0	5	0.951	17	10	left_only
1	15003701	15003701	0.0	5	0.918	12	6	left_only
1	15003713	15003713	0.0	5	0.592	3	18	left_only
1	15004413	15004413	0.0	5	0.918	1	2	left_only
1	14888520	14888520	0.0	5	0.323	1	16	left_only
1	14889154	14889154	0.0	5	0.722	2	8	left_only
1	14889156	14889156	0.0	5	0.722	1	4	left_only
1	14889632	14889632	0.0	5	0.571	5	32	left_only
1	14889634	14889634	-0.0	5	0.619	6	33	left_only
1	14889791	14889791	0.0	5	0.863	2	5	left_only
1	14889793	14889793	0.0	5	0.918	1	2	left_only
1	14890074	14890074	0.0	5	0.773	10	34	left_only
1	14890076	14890076	0.0	5	0.911	15	31	left_only
1	14890589	14890589	0.0	5	0.0	0	8	left_only
1	14924331	14924331	0.0	5	1.0	2	2	left_only
1	14924365	14924365	0.0	5	0.811	1	3	left_only
1	14924387	14924387	0.0	5	0.918	1	2	left_only
1	14998990	14998990	0.0	5	0.918	2	1	left_only
1	15009330	15009330	0.0	5	0.722	1	4	left_only
1	15009332	15009332	0.0	5	0.0	0	3	left_only
1	15009399	15009399	0.0	5	0.0	0	5	left_only
1	15009940	15009940	0.0	5	0.0	0	7	left_only
1	15012478	15012478	0.0	5	0.918	2	1	left_only
1	14887403	14887403	0.0	5	0.985	3	4	left_only
1	14887724	14887724	0.0	5	0.991	4	5	left_only
1	14892109	14892109	0.0	5	0.0	0	16	left_only
1	14892553	14892553	0.0	5	0.469	1	9	left_only
1	14892602	14892602	0.0	5	0.0	0	16	left_only
1	14892608	14892608	0.0	5	0.567	2	13	left_only
1	14892629	14892629	-0.0	5	0.98	7	5	left_only
1	14892639	14892639	0.0	5	0.371	1	13	left_only
1	14892644	14892644	0.0	5	0.75	11	3	left_only
1	14892675	14892675	0.0	5	0.918	8	4	left_only
1	14892691	14892691	0.0	5	0.985	3	4	left_only
1	14892701	14892701	0.0	5	0.0	0	7	left_only
1	14892706	14892706	0.0	5	0.592	1	6	left_only
1	14893048	14893048	0.0	5	1.0	2	2	left_only
1	14893051	14893051	0.0	5	0.811	3	1	left_only
1	14893072	14893072	0.0	5	0.0	0	3	left_only
1	14893094	14893094	0.0	5	0.503	1	8	left_only
1	14893329	14893329	0.0	5	0.994	5	6	left_only
1	14893331	14893331	0.0	5	0.89	9	4	left_only
1	14893334	14893334	0.0	5	0.779	3	10	left_only
1	14893356	14893356	0.0	5	0.971	2	3	left_only
1	14893358	14893358	0.0	5	0.985	4	3	left_only
1	14893434	14893434	0.0	5	0.811	1	3	left_only
1	14893437	14893437	0.0	5	0.0	0	4	left_only
1	14893440	14893440	0.0	5	1.0	2	2	left_only
1	14893547	14893547	0.0	5	0.449	3	29	left_only
1	14893605	14893605	0.0	5	0.918	10	5	left_only
1	14893611	14893611	0.0	5	0.722	12	3	left_only
1	14893908	14893908	0.0	5	0.75	22	6	left_only
1	14894065	14894065	0.0	5	0.75	11	3	left_only
1	14894080	14894080	0.0	5	0.619	2	11	left_only
1	14894119	14894119	-0.0	5	0.971	6	9	left_only
1	14894124	14894124	0.0	5	0.722	3	12	left_only
1	14894135	14894135	-0.0	5	0.98	5	7	left_only
1	14894195	14894195	0.0	5	0.918	3	6	left_only
1	14894218	14894218	0.0	5	0.863	2	5	left_only
1	14894261	14894261	0.0	5	0.75	3	11	left_only
1	14894273	14894273	0.0	5	0.619	2	11	left_only
1	14894280	14894280	0.0	5	0.592	2	12	left_only
1	14894303	14894303	0.0	5	0.696	13	3	left_only
1	14894355	14894355	0.0	5	0.469	1	9	left_only
1	14894358	14894358	0.0	5	0.971	6	4	left_only
1	14894497	14894497	0.0	5	0.999	11	12	left_only
1	14894558	14894558	0.0	5	0.999	13	12	left_only
1	14895181	14895181	0.0	5	0.997	8	7	left_only
1	14895201	14895201	0.0	5	0.991	5	4	left_only
1	14895256	14895256	0.0	5	1.0	3	3	left_only
1	14895285	14895285	0.0	5	0.773	17	5	left_only
1	14895538	14895538	0.0	5	0.297	1	18	left_only
1	14895548	14895548	0.0	5	0.65	3	15	left_only
1	14895562	14895562	0.0	5	0.0	0	16	left_only
1	14895577	14895577	0.0	5	0.779	10	3	left_only
1	14895604	14895604	0.0	5	0.811	1	3	left_only
1	14895606	14895606	0.0	5	0.297	18	1	left_only
1	14895617	14895617	0.0	5	0.592	1	6	left_only
1	14895619	14895619	0.0	5	0.0	0	17	left_only
1	14895634	14895634	0.0	5	0.863	2	5	left_only
1	14895636	14895636	0.0	5	0.89	4	9	left_only
1	14895658	14895658	0.0	5	0.863	5	2	left_only
1	14895660	14895660	0.0	5	0.764	2	7	left_only
1	14895779	14895779	0.0	5	0.811	3	1	left_only
1	14896002	14896002	0.0	5	0.592	1	6	left_only
1	14896040	14896040	0.0	5	0.918	2	1	left_only
1	14896073	14896073	0.0	5	0.811	3	1	left_only
1	14896076	14896076	0.0	5	0.811	3	1	left_only
1	14896085	14896085	0.0	5	0.811	3	1	left_only
1	14896183	14896183	0.0	5	0.985	4	3	left_only
1	14896218	14896218	0.0	5	0.722	1	4	left_only
1	14914111	14914111	0.0	5	0.918	2	4	left_only
1	14918636	14918636	0.0	5	0.918	3	6	left_only
1	14919311	14919311	0.0	5	0.811	1	3	left_only
1	14919314	14919314	0.0	5	0.0	0	4	left_only
1	14919371	14919371	0.0	5	0.918	4	2	left_only
1	14919378	14919378	0.0	5	0.863	2	5	left_only
1	14919439	14919439	0.0	5	0.831	5	14	left_only
1	14919444	14919444	0.0	5	0.742	4	15	left_only
1	14919490	14919490	0.0	5	0.0	0	8	left_only
1	14919499	14919499	0.0	5	0.0	0	5	left_only
1	14919769	14919769	0.0	5	0.0	0	11	left_only
1	14919864	14919864	0.0	5	0.989	7	9	left_only
1	14922012	14922012	0.0	5	0.439	1	10	left_only
1	14922047	14922047	0.0	5	0.0	0	20	left_only
1	14922760	14922760	0.0	5	0.845	3	8	left_only
1	14924170	14924170	0.0	5	0.954	3	5	left_only
1	14924448	14924448	0.0	5	0.0	0	7	left_only
1	14924541	14924541	0.0	5	0.592	1	6	left_only
1	14924725	14924725	0.0	5	0.65	5	1	left_only
1	14924757	14924757	0.0	5	0.65	1	5	left_only
1	14924789	14924789	0.0	5	0.469	9	1	left_only
1	14924808	14924808	0.0	5	0.371	13	1	left_only
1	14924837	14924837	0.0	5	0.989	7	9	left_only
1	14925375	14925375	0.0	5	0.0	5	0	left_only
1	14925386	14925386	0.0	5	0.0	6	0	left_only
1	14925400	14925400	0.0	5	0.918	6	3	left_only
1	14925404	14925404	0.0	5	0.722	8	2	left_only
1	14925416	14925416	0.0	5	0.811	3	9	left_only
1	14925434	14925434	0.0	5	0.89	9	4	left_only
1	14925453	14925453	0.0	5	0.852	5	13	left_only
1	14925462	14925462	0.0	5	0.881	14	6	left_only
1	14925469	14925469	0.0	5	0.998	10	11	left_only
1	14925473	14925473	0.0	5	0.949	12	7	left_only
1	14925478	14925478	0.0	5	0.982	11	8	left_only
1	14925651	14925651	0.0	5	0.918	2	4	left_only
1	14925795	14925795	0.0	5	0.977	10	7	left_only
1	14925806	14925806	0.0	5	0.977	7	10	left_only
1	14925836	14925836	0.0	5	1.0	5	5	left_only
1	14925847	14925847	0.0	5	0.592	6	1	left_only
1	14925850	14925850	0.0	5	0.863	2	5	left_only
1	14926003	14926003	0.0	5	0.779	10	3	left_only
1	14926040	14926040	0.0	5	0.845	8	3	left_only
1	14926044	14926044	0.0	5	0.0	13	0	left_only
1	14926066	14926066	-0.0	5	0.971	6	9	left_only
1	14926068	14926068	0.0	5	0.991	4	5	left_only
1	14926074	14926074	0.0	5	0.863	10	4	left_only
1	14926076	14926076	0.0	5	0.954	5	3	left_only
1	14926187	14926187	0.0	5	0.811	3	1	left_only
1	14926714	14926714	0.0	5	1.0	2	2	left_only
1	14926719	14926719	0.0	5	0.0	0	3	left_only
1	14926803	14926803	0.0	5	0.863	5	2	left_only
1	14926817	14926817	0.0	5	0.918	2	1	left_only
1	14926836	14926836	0.0	5	0.918	1	2	left_only
1	14928924	14928924	0.0	5	0.918	4	2	left_only
1	14931183	14931183	0.0	5	0.946	4	7	left_only
1	14931185	14931185	0.0	5	1.0	2	2	left_only
1	14935922	14935922	0.0	5	0.634	4	21	left_only
1	14935940	14935940	-0.0	5	0.98	5	7	left_only
1	14937229	14937229	0.0	5	0.0	0	3	left_only
1	14941008	14941008	0.0	5	0.961	8	5	left_only
1	14941014	14941014	0.0	5	0.94	9	5	left_only
1	14941796	14941796	0.0	5	0.994	6	5	left_only
1	14945794	14945794	0.0	5	0.811	1	3	left_only
1	14949949	14949949	0.0	5	0.918	2	1	left_only
1	14951178	14951178	0.0	5	0.0	0	3	left_only
1	14952006	14952006	0.0	5	0.0	0	4	left_only
1	14952008	14952008	0.0	5	0.997	7	8	left_only
1	14952165	14952165	0.0	5	0.918	6	3	left_only
1	14953054	14953054	0.0	5	0.971	3	2	left_only
1	14959990	14959990	0.0	5	0.0	3	0	left_only
1	14961613	14961613	0.0	5	0.918	1	2	left_only
1	14965350	14965350	0.0	5	0.811	1	3	left_only
1	14970119	14970119	0.0	5	0.722	4	1	left_only
1	14972867	14972867	0.0	5	0.722	4	1	left_only
1	14973184	14973184	0.0	5	0.0	0	5	left_only
1	14973186	14973186	0.0	5	0.928	11	21	left_only
1	14973497	14973497	0.0	5	0.946	4	7	left_only
1	14973499	14973499	0.0	5	1.0	8	8	left_only
1	14973501	14973501	0.0	5	0.946	4	7	left_only
1	14973503	14973503	0.0	5	0.989	7	9	left_only
1	14973819	14973819	0.0	5	0.918	3	6	left_only
1	14974448	14974448	0.0	5	0.414	1	11	left_only
1	14975023	14975023	0.0	5	0.811	3	9	left_only
1	14998457	14998457	0.0	5	0.0	0	3	left_only
1	14998459	14998459	0.0	5	0.722	1	4	left_only
1	15009790	15009790	0.0	5	0.0	0	3	left_only
1	15011246	15011246	0.0	5	0.0	0	3	left_only
1	15014856	15014856	0.0	5	0.881	3	7	left_only
1	15052581	15052581	0.0	5	0.0	0	9	left_only
1	15052587	15052587	0.0	5	0.439	1	10	left_only
1	15052617	15052617	0.0	5	0.439	1	10	left_only
1	15052631	15052631	0.0	5	0.863	4	10	left_only
1	15078937	15078937	0.0	5	0.544	1	7	left_only
1	15096730	15096730	0.0	5	0.0	0	3	left_only
1	15106085	15106085	0.0	5	0.918	2	1	left_only
1	15180284	15180284	0.0	5	0.592	6	1	left_only
1	15180291	15180291	0.0	5	0.863	2	5	left_only
1	15182558	15182558	0.0	5	1.0	2	2	left_only
1	15182567	15182567	0.0	5	0.811	3	1	left_only
1	15182570	15182570	0.0	5	0.811	1	3	left_only
1	15052032	15052032	0.0	5	1.0	2	2	left_only
1	15061766	15061766	0.0	5	0.0	4	0	left_only
1	15089728	15089728	0.0	5	0.0	0	4	left_only
1	15104488	15104488	0.0	5	0.918	1	2	left_only
1	15104545	15104545	0.0	5	0.971	3	2	left_only
1	15108719	15108719	0.0	5	0.811	15	5	left_only
1	15108748	15108748	0.0	5	0.997	8	7	left_only
1	15126458	15126458	0.0	5	0.0	6	0	left_only
1	15126500	15126500	0.0	5	0.65	1	5	left_only
1	15155790	15155790	0.0	5	0.918	1	2	left_only
1	15206717	15206717	0.0	5	0.811	3	1	left_only
1	15206724	15206724	0.0	5	0.722	1	4	left_only
1	15208903	15208903	0.0	5	0.0	0	5	left_only
1	15216210	15216210	0.0	5	0.994	6	5	left_only
1	15216225	15216225	0.0	5	0.0	0	9	left_only
1	15216228	15216228	0.0	5	0.503	1	8	left_only
1	15216237	15216237	0.0	5	0.764	2	7	left_only
1	15073060	15073060	0.0	5	0.0	0	3	left_only
1	15073087	15073087	0.0	5	0.918	1	2	left_only
1	15073118	15073118	0.0	5	0.0	0	3	left_only
1	15073124	15073124	0.0	5	0.918	1	2	left_only
1	15073885	15073885	0.0	5	0.0	8	0	left_only
1	15073909	15073909	0.0	5	0.918	2	4	left_only
1	15073922	15073922	0.0	5	0.971	2	3	left_only
1	15073924	15073924	0.0	5	0.0	0	3	left_only
1	15073971	15073971	0.0	5	0.918	1	2	left_only
1	15073977	15073977	0.0	5	0.918	1	2	left_only
1	15074694	15074694	0.0	5	0.0	4	0	left_only
1	15074698	15074698	0.0	5	0.918	1	2	left_only
1	15078778	15078778	0.0	5	0.971	2	3	left_only
1	15078780	15078780	0.0	5	0.811	1	3	left_only
1	15078935	15078935	0.0	5	0.0	0	5	left_only
1	15078950	15078950	0.0	5	0.971	2	3	left_only
1	15079041	15079041	0.0	5	0.811	4	12	left_only
1	15079043	15079043	0.0	5	0.0	0	3	left_only
1	15079066	15079066	0.0	5	0.971	3	2	left_only
1	15079096	15079096	0.0	5	0.0	0	4	left_only
1	15079106	15079106	0.0	5	0.0	0	11	left_only
1	15079108	15079108	0.0	5	0.918	1	2	left_only
1	15079109	15079109	0.0	5	0.845	3	8	left_only
1	15079111	15079111	0.0	5	0.918	1	2	left_only
1	15079192	15079192	0.0	5	0.918	5	10	left_only
1	15079231	15079231	0.0	5	0.971	6	4	left_only
1	15079233	15079233	0.0	5	0.722	4	1	left_only
1	15079243	15079243	0.0	5	0.0	0	6	left_only
1	15079245	15079245	0.0	5	0.0	4	0	left_only
1	15079252	15079252	0.0	5	0.918	4	2	left_only
1	15079276	15079276	0.0	5	0.918	2	1	left_only
1	15079496	15079496	0.0	5	0.0	3	0	left_only
1	15079508	15079508	0.0	5	0.0	3	0	left_only
1	15079523	15079523	0.0	5	0.0	3	0	left_only
1	15079534	15079534	0.0	5	0.0	3	0	left_only
1	15079698	15079698	0.0	5	0.971	2	3	left_only
1	15079705	15079705	0.0	5	0.0	0	4	left_only
1	15079716	15079716	0.0	5	0.0	0	5	left_only
1	15079814	15079814	0.0	5	0.0	0	6	left_only
1	15079823	15079823	0.0	5	0.811	1	3	left_only
1	15079832	15079832	0.0	5	0.0	0	3	left_only
1	15079856	15079856	0.0	5	0.0	3	0	left_only
1	15079894	15079894	0.0	5	0.811	1	3	left_only
1	15079972	15079972	0.0	5	1.0	3	3	left_only
1	15080003	15080003	0.0	5	0.918	2	1	left_only
1	15080021	15080021	0.0	5	0.918	1	2	left_only
1	15080031	15080031	0.0	5	0.0	0	3	left_only
1	15080039	15080039	0.0	5	0.0	0	3	left_only
1	15080091	15080091	0.0	5	0.722	1	4	left_only
1	15080167	15080167	0.0	5	0.0	6	0	left_only
1	15080185	15080185	0.0	5	0.863	5	2	left_only
1	15080192	15080192	0.0	5	0.65	1	5	left_only
1	15080201	15080201	0.0	5	0.971	2	3	left_only
1	15080207	15080207	0.0	5	0.971	2	3	left_only
1	15080215	15080215	0.0	5	0.722	1	4	left_only
1	15080522	15080522	0.0	5	0.971	2	3	left_only
1	15080549	15080549	0.0	5	0.65	1	5	left_only
1	15080573	15080573	0.0	5	0.65	1	5	left_only
1	15080584	15080584	0.0	5	0.811	2	6	left_only
1	15080994	15080994	0.0	5	0.0	0	3	left_only
1	15081025	15081025	0.0	5	0.991	4	5	left_only
1	15081060	15081060	0.0	5	0.0	0	10	left_only
1	15081239	15081239	0.0	5	0.0	0	3	left_only
1	15081245	15081245	0.0	5	0.0	0	3	left_only
1	15081728	15081728	0.0	5	0.0	0	10	left_only
1	15081902	15081902	0.0	5	0.811	2	6	left_only
1	15081904	15081904	0.0	5	0.985	3	4	left_only
1	15145006	15145006	0.0	5	0.811	1	3	left_only
1	15145037	15145037	0.0	5	0.544	7	1	left_only
1	15145427	15145427	0.0	5	0.0	0	3	left_only
1	15160026	15160026	0.0	5	0.0	0	3	left_only
1	15160674	15160674	0.0	5	0.65	1	5	left_only
1	15183335	15183335	0.0	5	0.971	2	3	left_only
1	15183342	15183342	0.0	5	0.0	0	5	left_only
1	15191924	15191924	0.0	5	0.722	2	8	left_only
1	15191927	15191927	0.0	5	0.991	4	5	left_only
1	15191929	15191929	0.0	5	0.863	5	2	left_only
1	15191956	15191956	0.0	5	0.985	3	4	left_only
1	15191959	15191959	0.0	5	0.0	0	4	left_only
1	15191977	15191977	0.0	5	0.811	3	1	left_only
1	15191991	15191991	0.0	5	0.918	2	1	left_only
1	15196304	15196304	0.0	5	0.0	3	0	left_only
1	15204019	15204019	0.0	5	0.65	5	1	left_only
1	15210974	15210974	0.0	5	1.0	2	2	left_only
1	15213543	15213543	0.0	5	0.0	0	5	left_only
1	15215128	15215128	0.0	5	0.0	0	4	left_only
1	15215176	15215176	0.0	5	0.592	1	6	left_only
1	15103854	15103854	0.0	5	0.0	0	3	left_only
1	15037283	15037283	0.0	5	0.0	0	4	left_only
1	15037559	15037559	0.0	5	0.863	2	5	left_only
1	15037598	15037598	0.0	5	0.0	0	4	left_only
1	15042314	15042314	0.0	5	0.0	0	4	left_only
1	15046412	15046412	0.0	5	0.918	2	1	left_only
1	15046456	15046456	0.0	5	0.722	2	8	left_only
1	15046508	15046508	0.0	5	0.65	1	5	left_only
1	15050195	15050195	0.0	5	1.0	3	3	left_only
1	15050239	15050239	0.0	5	0.544	7	1	left_only
1	15050325	15050325	0.0	5	0.0	0	3	left_only
1	15051748	15051748	0.0	5	0.811	3	1	left_only
1	15051889	15051889	0.0	5	0.811	3	1	left_only
1	15053401	15053401	0.0	5	0.0	0	4	left_only
1	15054785	15054785	0.0	5	0.764	2	7	left_only
1	15055117	15055117	0.0	5	0.971	3	2	left_only
1	15055393	15055393	0.0	5	0.811	3	1	left_only
1	15055463	15055463	0.0	5	0.811	1	3	left_only
1	15055465	15055465	0.0	5	0.874	5	12	left_only
1	15055908	15055908	0.0	5	0.811	1	3	left_only
1	15056033	15056033	0.0	5	0.918	2	4	left_only
1	15056059	15056059	0.0	5	0.592	1	6	left_only
1	15056062	15056062	0.0	5	0.65	1	5	left_only
1	15056112	15056112	0.0	5	0.722	1	4	left_only
1	15056129	15056129	0.0	5	0.722	4	1	left_only
1	15056133	15056133	0.0	5	0.0	4	0	left_only
1	15056149	15056149	0.0	5	0.544	1	7	left_only
1	15056151	15056151	0.0	5	0.918	2	1	left_only
1	15057329	15057329	0.0	5	0.918	8	4	left_only
1	15057337	15057337	0.0	5	0.881	7	3	left_only
1	15057349	15057349	0.0	5	0.544	7	1	left_only
1	15057358	15057358	0.0	5	0.722	4	1	left_only
1	15057532	15057532	0.0	5	0.742	4	15	left_only
1	15057706	15057706	0.0	5	0.994	6	5	left_only
1	15057741	15057741	0.0	5	0.764	2	7	left_only
1	15058843	15058843	0.0	5	0.946	4	7	left_only
1	15059439	15059439	0.0	5	0.619	2	11	left_only
1	15060282	15060282	0.0	5	0.65	1	5	left_only
1	15060300	15060300	0.0	5	0.0	4	0	left_only
1	15060302	15060302	0.0	5	1.0	4	4	left_only
1	15060307	15060307	0.0	5	0.811	1	3	left_only
1	15060309	15060309	0.0	5	0.0	0	7	left_only
1	15060319	15060319	0.0	5	0.0	3	0	left_only
1	15060321	15060321	0.0	5	0.0	0	3	left_only
1	15060797	15060797	0.0	5	0.954	5	3	left_only
1	15060812	15060812	0.0	5	0.811	6	2	left_only
1	15060850	15060850	0.0	5	0.811	6	2	left_only
1	15060864	15060864	0.0	5	0.0	9	0	left_only
1	15060872	15060872	0.0	5	0.764	7	2	left_only
1	15061348	15061348	0.0	5	0.0	0	3	left_only
1	15061364	15061364	0.0	5	0.918	2	1	left_only
1	15061386	15061386	0.0	5	0.592	6	1	left_only
1	15061436	15061436	0.0	5	0.918	2	4	left_only
1	15061652	15061652	-0.0	5	0.971	6	9	left_only
1	15062028	15062028	0.0	5	0.918	2	4	left_only
1	15062185	15062185	0.0	5	0.592	6	1	left_only
1	15062191	15062191	0.0	5	0.946	7	4	left_only
1	15062193	15062193	0.0	5	0.722	4	1	left_only
1	15062260	15062260	0.0	5	0.894	20	9	left_only
1	15062447	15062447	0.0	5	0.874	5	12	left_only
1	15062477	15062477	0.0	5	0.469	2	18	left_only
1	15063337	15063337	0.0	5	0.0	3	0	left_only
1	15063365	15063365	-0.0	5	0.98	7	5	left_only
1	15063372	15063372	0.0	5	0.592	12	2	left_only
1	15063418	15063418	0.0	5	0.9	6	13	left_only
1	15063535	15063535	0.0	5	0.0	0	3	left_only
1	15063550	15063550	0.0	5	0.0	0	4	left_only
1	15063560	15063560	0.0	5	0.722	1	4	left_only
1	15063566	15063566	0.0	5	0.0	0	7	left_only
1	15063568	15063568	0.0	5	0.0	0	5	left_only
1	15063572	15063572	0.0	5	0.592	1	6	left_only
1	15063574	15063574	0.0	5	0.811	3	1	left_only
1	15063575	15063575	0.0	5	0.592	1	6	left_only
1	15063577	15063577	0.0	5	0.0	0	3	left_only
1	15063596	15063596	0.0	5	0.954	3	5	left_only
1	15063611	15063611	0.0	5	0.544	1	7	left_only
1	15063778	15063778	0.0	5	0.0	0	4	left_only
1	15063786	15063786	0.0	5	0.811	1	3	left_only
1	15063788	15063788	0.0	5	0.0	0	5	left_only
1	15063809	15063809	0.0	5	0.918	2	1	left_only
1	15063811	15063811	0.0	5	0.918	2	4	left_only
1	15063842	15063842	0.0	5	0.954	5	3	left_only
1	15063851	15063851	0.0	5	0.764	2	7	left_only
1	15063857	15063857	0.0	5	0.991	5	4	left_only
1	15063860	15063860	0.0	5	0.991	5	4	left_only
1	15063868	15063868	0.0	5	0.971	4	6	left_only
1	15063885	15063885	0.0	5	0.811	2	6	left_only
1	15063888	15063888	0.0	5	0.544	1	7	left_only
1	15063900	15063900	0.0	5	0.918	2	1	left_only
1	15063902	15063902	0.0	5	0.764	7	2	left_only
1	15063918	15063918	0.0	5	0.0	8	0	left_only
1	15063944	15063944	0.0	5	0.994	5	6	left_only
